code,name,foreign_name,group_code,group_name,brand,subgroup,uom,sales_uom,price,currency,valid,frozen,sellable,stocked,on_hand,committed,on_order,created,updated,series,warranty,stock_WH-1,stock_WH-2,stock_WH-3,stock_WH-4
6063,Shofu VINTAGE PRO 50g #C3B,ម្សៅសេរ៉ាមិចVINTAGE PRO 50g #C3B,106,Lab Material,SHOFU,Ceramic Powder,,,26.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6065,Shofu VINTAGE PRO 50g #A3.5B,ម្សៅសេរ៉ាមិចVINTAGE PRO 50g #A3.5B,106,Lab Material,SHOFU,Ceramic Powder,,,26.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6066,Shofu VINTAGE PRO 50g #A2B,ម្សៅសេរ៉ាមិចVINTAGE PRO 50g #A2B,106,Lab Material,SHOFU,Ceramic Powder,,,26.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6067,Shofu VINTAGE Hallo 50g #A2B,ម្សៅសេរ៉ាមិចVINTAGE Hallo 50g #A2B,106,Lab Material,SHOFU,Ceramic Powder,,,26.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6068,Shofu VINTAGE PRO 50g #A3B,ម្សៅសេរ៉ាមិចVINTAGE PRO 50g #A3B,106,Lab Material,SHOFU,Ceramic Powder,,,26.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
60X100,"""Black Plastic Bag 60x100 """"50KG"""" ""","ថង់ខ្មៅ60x100  ""50kg""",101,Materials,,Black Plastic,Roll,Roll,1.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
61,Sticker? #61,រូបភាព Sticker​ #61,101,Materials,,Sticker,Sheet,Sheet,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6106,Polishing Silicon Disc San-I  38mmx0.6-0.7MM 100pcs,កាសកាត់អ៊ីណុកធំ 38mmx0.6-0.7MM 100pcs(SAN-I),106,Lab Material,SAN-I,Polishing Disc,,,15.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6117,Polishing Silicon Disc San-I  22x0.2-0.25x1.8 100pcs,កាសកាត់សេរ៉ាមិកSan-I  22x0.2-0.25x1.8 100pcs,106,Lab Material,SAN-I,Polishing Disc,,,15.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6128,I-SAN 0.25mm 5pcs,កាសកាត់សេរ៉ាមិក0.25mm 5pcs ​San-I,101,Materials,,Red Disc,,,2.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6140,IPS e.max ceram Dentin20g #A1,IPS e.max ceram Dentin20g #A1,106,Lab Material,,E.max Ceram Dentin,,,46.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6141,IPS e.max ceram Dentin20g #B1,IPS e.max ceram Dentin20g #B1,106,Lab Material,,E.max Ceram Dentin,,,46.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6149,?Te- Econom Plus A1-4g,ថ្នាំប៉ះ​Te- Econom Plus A1-4g,101,Materials,IVOCLAR,Composite,Syringe,Syringe,17.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6150,Te- Econom Plus A2,ថ្នាំប៉ះ​Te- Econom Plus A2,101,Materials,IVOCLAR,Composite,Syringe,Syringe,17.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6160,Shofu VINTAGE Hallo 50g #A3B,ម្សៅសេរ៉ាមិចVINTAGE Hallo 50g #A3B,106,Lab Material,SHOFU,Ceramic Powder,,,26.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6161,KC Ceramic Alloys 1KG,អ៊ីណុកសេរ៉ាមិក KC 1kg,106,Lab Material,KC,Ceramic Alloys,,,85.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6162,Shofu VINTAGE Stain ART UNIVERSAl 2g #Blue,ម្សៅស្ទេនVINTAGE ART UNIVERSAl 2g #Blue,106,Lab Material,SHOFU,Stain Powder,,,25.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6163,Shofu VINTAGE Stain ART UNIVERSAl 2g #RS,ម្សៅស្ទេនVINTAGE ART UNIVERSAl 2g #RS,106,Lab Material,SHOFU,Stain Powder,,,25.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
617,FIBERPOST? 120pcs Yellow #20,បង្គោលលឿងFIBERPOST​ 120pcs #20,101,Materials,JINGUANG,Fiber Post,,,10.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6172,Wooden Polishing Brush,,101,Materials,GUANGZHOU,Brush,pcs,pcs,1.1,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
618,FIBERPOST? 120pcs Red #25,បង្គោលក្រហមFIBERPOST​ 120pcs #25,101,Materials,,Fiber Post,,,10.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6183,Japan Heat-Self 100g,ម្សៅស្ងោជប៉ុន100g,106,Lab Material,JAPAN,Heat Cure Resin Powder,Package,Package,6.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6187,Plastic Polishing Brush,ជក់ប៉ូលាធំ​​​​​​  រុំវង់ជ័រ,101,Materials,GUANGZHOU,Brush,pcs,pcs,1.1,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
619,Aluminum Endo Module,Box6កាំ​​ B025,101,Materials,JINGUANG,Box,pcs,pcs,7.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
62,Sticker? #62,រូបភាព Sticker​ #62,101,Materials,,Sticker,Sheet,Sheet,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
620,FIBERPOST? 120pcs Blue #30,បង្គោលខៀវFIBERPOST​ 120pcs #30,101,Materials,,Fiber Post,,,10.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
621,FIBERPOST? 120pcs Black #40,បង្គោលខ្មៅFIBERPOST​ 120pcs #40,101,Materials,,Fiber Post,,,10.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6216,Japan Metal Resin 500g,អ៊ីណុករ៉េស៊ីនជប៉ុន Met Soft​​​​​​  500g,106,Lab Material,MET SOFT,Metal Resin,,,25.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
622,FIBERPOST? 120pcs  #25--40,បង្គោលចំរុះFIBERPOST​ 120pcs  #25--40,101,Materials,,Fiber Post,,,10.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
623,Bur Box ZJ2411,Boxដាក់លីមZJ2411,101,Materials,JINGUANG,Box,pcs,pcs,14.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
624,Bur Box ZJ2412,Boxដាក់លីមZJ2412,101,Materials,JINGUANG,Box,pcs,pcs,14.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6249,Skellete Jelly Megafeel 5kg,ចាហួយស្គេលេតល្អ 5Kg Megafeel,106,Lab Material,Megafeel,Skellete Jelly,,,68.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6260,Shade 10tooth,ប៉ាន់ធ្មេញ10គ្រាប់,106,Lab Material,,Shade Guide,Kit,Kit,7.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6271,Bearing ring wrench high speed,សោKitដោះប្រដាងហាយស្ពីត,101,Materials,,Key,pcs,pcs,30.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
628,GUANGZHOU Adult Dental Forceps N16AB,ដង្កាប់ចិន N 16AB,106,Lab Material,GUANGZHOU,Shade Guide,pcs,pcs,25.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6293,Sure-Cord Retraction Cord 00,អំបោះញាត់អញ្ចាញSure-cord 00,101,Materials,Sure Cord,Retraction Cord,,,9.5,USD,1,0,1,1,299995.0,0.0,0.0,2026-06-26,2026-08-04,,,99995.0,100000.0,100000.0,0.0
63,Sticker? #63,រូបភាព Sticker​ #63,101,Materials,,Sticker,Sheet,Sheet,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6304,Long Sleeve gown GradeB M,អាវប្លូដៃវែង Grade B( M),101,Materials,,Shirt,Kit,Kit,10.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,6304,,100000.0,100000.0,100000.0,0.0
6315,"Impression Tray Stainless Steel Set DentalView S,M,L","អ៊ីណុកខាំពុម្ព DentalView S,M,L",101,Materials,Pakistan,Impression Trays,Kit,Kit,12.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,6315,,100000.0,100000.0,100000.0,0.0
6316,"Impression Tray Stainless Steel Set DentalView M,L,XL","អ៊ីណុកខាំពុម្ព DentalView M,L,XL",101,Materials,Pakistan,Impression Trays,Kit,Kit,12.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,6316,,100000.0,100000.0,100000.0,0.0
6337,Dental Lab Solution Debubblizer,ទឹកលាងក្រមួន Debubblizer,106,Lab Material,Debubblizer,Solution,,,32.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6348,Horse Stain,,106,Lab Material,GUANGZHOU,Stain,pcs,pcs,4.6,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6363,Endodontic D+Z G180A.204.130 GATE DRILLS,GATE DRILLS D+Z #5 -32mm  5/box,101,Materials,,Gate Drills,,,10.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6370,CoolWheel Stone Bur,ថ្មរ៉ CoolWheels,106,Lab Material,GUANGZHOU,Mounted Stone,,,45.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
639,Adult Dentl Forcep N 17AB,ដង្កាប់ចិន N 17AB,101,Materials,GUANGZHOU,Forcep,pcs,pcs,25.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6392,Aspirating Syringes ZJ2765,,101,Materials,JINGUANG,Syringe,pcs,pcs,22.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6393,Aspirating Syringes ZJ2765 New,ស៊ីរាំងចាក់ចិន​ New,101,Materials,JINGUANG,Syringe,pcs,pcs,19.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
64,Sticker? #64,រូបភាព Sticker​ #64,101,Materials,,Sticker,Sheet,Sheet,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6403,Hanel Articulating Paper??? 12pcs,ក្រដាស់ខាំកល Hanel​​​ 12pcs,101,Materials,HANEL,Articulating Paper,,,9.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6425,AxcelFlow A1,ថ្នាំប៉ះរាវ AxcelFlow A1,101,Materials,GC,Flowable Composite,Syringe,Syringe,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6447,GATE DRILLS D+Z #2 -32mm  5/box,GATE DRILLS D+Z #2 -32mm  5/box,101,Materials,,Gate Drills,,,10.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6458,Complete Denture Upper Tooth,,106,Lab Material,,Heat Cure Powder,Kit,Kit,15.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6480,Sand Powder #120,ខ្សាច់បាញ់  # 120,106,Lab Material,JINGUANG,Sander Powder,,,17.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
65,Sticker? #65,រូបភាព Sticker​ #65,101,Materials,,Sticker,Sheet,Sheet,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6535,Copper Dental Flash ZJ2343 Large Yellow #7,ពុម្ពស្ងោរល្អលឿង #7,106,Lab Material,JINGUANG,Flask,pcs,pcs,13.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6546,Copper Dental Flash ZJ2343 Medium Yellow #8,ពុម្ពស្ងោរល្អលឿង # 8,106,Lab Material,JINGUANG,Flask,pcs,pcs,12.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6557,Copper Dental Flash ZJ2343 Small Yellow #9,ពុម្ពស្ងោរល្អលឿង # 9,106,Lab Material,JINGUANG,Flask,pcs,pcs,9.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6581,Black Model #9,ពុម្ពស្ងោរពណ៌ខ្មៅ # 9,106,Lab Material,N/A,Laboratory,pcs,pcs,7.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-14,,,100000.0,100000.0,100000.0,0.0
66,Sticker? #66,រូបភាព Sticker​ #66,101,Materials,,Sticker,Sheet,Sheet,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
661,Adult Dental Forceps N 18L ZJ2785,ដង្កាប់ចិន N 18L,101,Materials,GUANGZHOU,Forcep,pcs,pcs,25.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6612,Alcohol Lamp (Plastic Tip),,106,Lab Material,JINGUANG,Lamp,pcs,pcs,1.4,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6657,Small Petrol Stainless Steel Bottle,,101,Materials,N/A,Petrol,pcs,pcs,8.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
67,Sticker #67,រូបភាព Sticker​ # 67,101,Materials,,Sticker,Sheet,Sheet,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6700,I-Denta  Self-Sealing Sterilization Pouches 135mmx290mm,ថង់ស្ទេរីល I-Denta 135x290,101,Materials,,Sterilization Pouches,,,7.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6719,Nosavi Self-Sealing Sterilization Pouches 90mmx170mm,ថង់ស្ទេរីល Nosavi (90x170),101,Materials,,Sterilization Pouches,,,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
672,Adult Dental Forcep N18R,ដង្កាប់ចិន N 18R,101,Materials,GUANGZHOU,Forcep,pcs,pcs,13.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6720,Nosavi Self-Sealing Sterilization Pouches 195mmx360mm,ថង់ស្ទេរីល Nosavi (195x360mm),101,Materials,,Sterilization Pouches,,,14.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6721,Nosavi Self-Sealing Sterilization Pouches 70mmx260mm,ថង់ស្ទេរីល Nosavi (70x260mm),101,Materials,,Sterilization Pouches,,,4.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6722,Nosavi Self-Sealing Sterilization Pouches 90mmx260mm,ថង់ស្ទេរីល Nosavi (90x260),101,Materials,,Sterilization Pouches,,,5.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6723,Tooth Brush 12Pcs,ច្រាស់ដុសធ្មេញ 12Pcs,101,Materials,,Tooth Brush,Packs,Packs,2.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6724,Ivoclar OptraGate Junior,ជ័របើកមាត់OptraGate Junior,101,Materials,IVOCLARS,Retraction,Package,Package,2.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6725,Ivoclar OptraDam Plus,ជ័របើកមាត់OptraDam Plus,101,Materials,IVOCLARS,Retraction,Package,Package,3.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6726,Kids Brush 6Pcs,ច្រាស់ដុសធ្មេញក្មេង 6pcs,101,Materials,GUANGZHOU,Tooth Brush,,,3.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-26,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6727,Tooth Brush New 1Pcs,ច្រាស់ដុសធ្មេញ(New) 1pcs,101,Materials,GUANGZHOU,Tooth Brush,pcs,pcs,1.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6728,Kids Brush 8Pcs,ច្រាស់ដុសធ្មេញក្មេង 8pcs,101,Materials,GUANGZHOU,Tooth Brush,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-26,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6729,Tooth Brush 1Pcs,ច្រាស់ដុសធ្មេញ 1pcs,101,Materials,GUANGZHOU,Tooth Brush,pcs,pcs,0.9,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6730,Orthodontic kit (bag),ច្រាស់សំអាតធ្មេញ (កាបូប)Orthodontic kit,101,Materials,Qualident,Tooth Brush,pcs,pcs,2.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6731,Kids Brush 12Pcs,ច្រាស់ដុសធ្មេញក្មេង 12pcs,101,Materials,GUANGZHOU,Tooth Brush,pcs,pcs,2.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6732,Tooth Brush SUMEC 1Pcs,ច្រាស់ដុសធ្មេញSUMEC 1pcs,101,Materials,SUMEC,Tooth Brush,pcs,pcs,0.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6788,Special Trays,Specialtray ធ្វើត្រេខាំពុម្ព,101,Materials,,Impression Trays,,,58.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6810,Scalate Acid 5L,អាស៊ីតស្គែលែត 5L,106,Lab Material,GUANGZHOU,Skellete,,,25.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6813,Skellete Etch 1L,អាស៊ីតស្គែលែត1លីត្រ,106,Lab Material,GUANGZHOU,Skellete Etch,,,5.8,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6828,Stainless Steel impression model S,អ៊ីណុកខាំពុម្ព S,101,Materials,N/A,Impression,Pair,Pair,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
683,Chinese Forcep N23,ដង្កាប់ចិន N 23,101,Materials,GUANGZHOU,Forcep,pcs,pcs,13.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6832,Steang Cement I,ស៊ីម៉ងត៏ភ្ជាប់រូបស្ទាំង I,101,Materials,,Cement,,,10.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6854,Steang Composite II 15g,ស៊ីម៉ងត៏ភ្ជាប់រូបស្ទាំង II 15g,101,Materials,N/A,Cement,,,16.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6898,Silicone Base Right &Left 1Pcs,"បេសថ្លាឆ្វេង,ស្តាំ 1pcs",106,Lab Material,JINGUANG,Base,pcs,pcs,3.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6899,Silicone Base Full Set 1Pcs,បេសថ្លាពេញ1pcs,106,Lab Material,JINGUANG,Base,pcs,pcs,3.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6920,MANI GATES DRILLS 32mm #1,MANI GATES DRILLS 32mm #1,101,Materials,,Gate Drills,,,8.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6926,Assistant Caps,,101,Materials,,Buffact Caps,pcs,pcs,3.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6927,Fabric Caps,,101,Materials,,Buffact Caps,pcs,pcs,3.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6931,MINI GATE DRILLS 28mm # 1,MINI GATE DRILLS 28mm # 1,101,Materials,,Gate Drills,,,8.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
694,MD-TRAY ADHESIVE 30ml,ទឹកលាបត្រេMD-TRAY ADHESIVE 30ml,101,Materials,Master-Dent,Adhesive,,,11.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6942,Collacone 12x,Collacone 12x,101,Materials,,Collacone,,,108.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
695,POLISHING PASTE DIAMOND 3g,ថ្នាំប៉ូលាPOLISHING PASTE DIAMOND 3g,101,Materials,,Polishing Paste,,,16.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6953,Super Rock Heat-Cure Tooth Acrylic Resin #1,ម្សៅស្ងោស # 1 Super Rock,106,Lab Material,SUPER ROCK,Heat Cure Resin Powder,,,6.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6964,Super Rock Heat-Cure Tooth Acrylic Resin #2,ម្សៅស្ងោស # 2  Super Rock,106,Lab Material,SUPER ROCK,Heat Cure Resin Powder,,,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6975,Super Rock Heat-Cure Tooth Acrylic Resin #3,ម្សៅស្ងោស # 3   Super Rock,106,Lab Material,SUPER ROCK,Heat Cure Resin Powder,,,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6986,Super Rock Heat-Cure Tooth Acrylic Resin #4,ម្សៅស្ងោស # 4   Super Rock,106,Lab Material,SUPER ROCK,Heat Cure Resin Powder,,,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6997,Super Rock Heat-Cure Tooth Acrylic Resin #5,ម្សៅស្ងោស# 5 Super Rock,106,Lab Material,SUPER ROCK,Heat Cure Resin Powder,,,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
6A1C41,Yamahachi Composite 6 Upper A1-C41,6លើComposite A1-C41,101,Materials,YAMAHACHI,Resin Tooth 6 Upper,Kit,Kit,6.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,6A1C41,,100000.0,100000.0,100000.0,0.0
6A1O2,Yamahachi YH 6 Upper A1-O2,YH-6លើជប៉ុន A1-O2,101,Materials,YAMAHACHI,Resin Tooth 6 Upper,Kit,Kit,2.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,6A1O2,,100000.0,100000.0,100000.0,0.0
6A1O3,Yamahachi YH 6 Upper A1-O3,YH-6លើជប៉ុន A1-O3,101,Materials,YAMAHACHI,Resin Tooth 6 Upper,Kit,Kit,2.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,6A1O3,,100000.0,100000.0,100000.0,0.0
6A1O31S,Yamahachi Composite 6 Upper A1-O31S,6លើ Composite A1-O31S,101,Materials,YAMAHACHI,Resin Tooth 6 Upper,Kit,Kit,6.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,6A1O31S,,100000.0,100000.0,100000.0,0.0
6A1O41,Yamahachi Composite 6 Upper A1-O41,6លើ Composite A1-O41,101,Materials,YAMAHACHI,Resin Tooth 6 Upper,Kit,Kit,6.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-08-04,6A1O41,,100000.0,100000.0,100000.0,0.0
